
[00:00:00.000 --> 00:00:00.010]  
[00:00:00.010 --> 00:00:00.540]   Hey
[00:18:20.280 --> 00:18:20.440]   it
[00:18:20.440 --> 00:18:21.040]  .
[00:18:21.040 --> 00:18:21.050]  
[00:18:21.050 --> 00:18:21.450]   Right
[00:18:21.450 --> 00:18:21.730]  ?
[00:18:21.730 --> 00:18:21.770]   I
[00:18:21.770 --> 00:18:22.090]   know
[00:18:22.090 --> 00:18:22.330]  .
[00:18:22.330 --> 00:18:22.650]   That
[00:18:22.650 --> 00:18:22.810]  's
[00:18:22.810 --> 00:18:23.220]   crazy
[00:18:23.220 --> 00:18:23.570]  ,
[00:18:23.570 --> 00:18:23.660]   isn
[00:18:23.660 --> 00:18:23.780]  't
[00:18:23.780 --> 00:18:23.940]   it
[00:18:23.940 --> 00:18:24.240]  ?
[00:18:24.240 --> 00:18:24.400]   Yeah
[00:18:24.400 --> 00:18:24.430]  .
[00:18:24.430 --> 00:18:24.660]   That
[00:18:24.660 --> 00:18:24.900]  's
[00:18:24.900 --> 00:18:24.910]   so
[00:18:24.910 --> 00:18:25.230]   crazy
[00:18:25.230 --> 00:18:25.440]  .
[00:18:25.440 --> 00:18:25.820]   You
[00:18:25.820 --> 00:18:26.200]   can
[00:18:26.200 --> 00:18:26.500]   do
[00:18:26.500 --> 00:18:26.700]   it
[00:18:26.700 --> 00:18:27.120]  .
[00:18:27.120 --> 00:18:27.340]   Good
[00:18:27.340 --> 00:18:27.490]   job
[00:18:27.490 --> 00:18:27.600]  ,
[00:18:27.600 --> 00:18:27.720]   Z
[00:18:27.720 --> 00:18:27.840]  u
[00:18:27.840 --> 00:18:28.290]  .
[00:18:28.290 --> 00:18:28.850]   What
[00:18:28.850 --> 00:18:29.170]   if
[00:18:29.170 --> 00:18:29.450]   we
[00:18:29.450 --> 00:18:30.220]   try
[00:18:30.220 --> 00:18:30.520]   just
[00:18:30.520 --> 00:18:30.670]   a
[00:18:30.670 --> 00:18:31.130]   few
[00:18:31.130 --> 00:18:32.200]   phrases
[00:18:32.200 --> 00:18:32.490]   to
[00:18:32.490 --> 00:18:33.060]   see
[00:18:33.060 --> 00:18:33.320]   if
[00:18:33.320 --> 00:18:33.480]   we
[00:18:33.480 --> 00:18:33.680]   can
[00:18:33.680 --> 00:18:34.490]   really
[00:18:34.490 --> 00:18:34.900]   get
[00:18:34.900 --> 00:18:35.220]   the
[00:18:35.220 --> 00:18:35.630]   R
[00:18:35.630 --> 00:18:35.710]   in
[00:18:35.710 --> 00:18:36.950]   different
[00:18:36.950 --> 00:18:37.850]   environments
[00:18:37.850 --> 00:18:38.080]  ?
[00:18:38.080 --> 00:18:38.210]   So
[00:18:38.210 --> 00:18:38.330]   in
[00:18:38.330 --> 00:18:38.940]   different
[00:18:38.940 --> 00:18:39.650]   positions
[00:18:39.650 --> 00:18:39.650]   of
[00:18:39.650 --> 00:18:39.840]   the
[00:18:39.840 --> 00:18:40.100]   word
[00:18:40.100 --> 00:18:40.290]  .
[00:18:40.290 --> 00:18:40.630]   Okay
[00:18:40.630 --> 00:18:40.740]  .
[00:18:40.740 --> 00:18:41.000]   Yeah
[00:18:41.000 --> 00:18:41.190]  .
[00:18:41.190 --> 00:18:41.470]   Let
[00:18:41.470 --> 00:18:41.510]  's
[00:18:41.510 --> 00:18:42.030]   practice
[00:18:42.030 --> 00:18:42.290]   that
[00:18:42.290 --> 00:18:42.560]  .
[00:18:42.560 --> 00:18:43.540]   Okay
[00:18:43.540 --> 00:18:44.080]  .
[00:18:44.080 --> 00:18:44.870]   So
[00:18:44.870 --> 00:18:45.080]   I
[00:18:45.080 --> 00:18:45.680]  'll
[00:18:45.680 --> 00:18:46.130]   say
[00:18:46.130 --> 00:18:46.320]   them
[00:18:46.320 --> 00:18:46.320]  .
[00:18:46.320 --> 00:18:46.330]  
[00:18:46.330 --> 00:18:46.540]   And
[00:18:46.540 --> 00:18:46.840]   then
[00:18:46.840 --> 00:18:47.010]   if
[00:18:47.010 --> 00:18:47.210]   you
[00:18:47.210 --> 00:18:47.520]   guys
[00:18:47.520 --> 00:18:47.890]   just
[00:18:47.890 --> 00:18:48.260]   repeat
[00:18:48.260 --> 00:18:48.560]   them
[00:18:48.560 --> 00:18:48.910]  ,
[00:18:48.910 --> 00:18:49.010]   what
[00:18:49.010 --> 00:18:49.160]   do
[00:18:49.160 --> 00:18:49.380]   you
[00:18:49.380 --> 00:18:49.760]   think
[00:18:49.760 --> 00:18:49.980]  ?
[00:18:49.980 --> 00:18:50.280]   Yeah
[00:18:50.280 --> 00:18:50.510]  .
[00:18:50.510 --> 00:18:50.800]   Okay
[00:18:50.800 --> 00:18:51.120]  .
[00:18:51.120 --> 00:18:51.200]   I
[00:18:51.200 --> 00:18:51.780]   will
[00:18:51.780 --> 00:18:52.080]   repeat
[00:18:52.080 --> 00:18:52.400]   after
[00:18:52.400 --> 00:18:52.720]   you
[00:18:52.720 --> 00:18:52.720]  .
[00:18:52.720 --> 00:18:52.920]   And
[00:18:52.920 --> 00:18:53.580]   listeners
[00:18:53.580 --> 00:18:53.720]  ,
[00:18:53.720 --> 00:18:53.930]   why
[00:18:53.930 --> 00:18:54.140]   don
[00:18:54.140 --> 00:18:54.290]  't
[00:18:54.290 --> 00:18:54.490]   you
[00:18:54.490 --> 00:18:54.920]   repeat
[00:18:54.920 --> 00:18:55.350]   along
[00:18:55.350 --> 00:18:55.570]   with
[00:18:55.570 --> 00:18:55.710]   me
[00:18:55.710 --> 00:18:55.990]  ?
[00:18:55.990 --> 00:18:56.430]   Now
[00:18:56.430 --> 00:18:56.710]  ,
[00:18:56.710 --> 00:18:57.280]   just
[00:18:57.280 --> 00:18:57.880]   for
[00:18:57.880 --> 00:18:58.860]   exercise
[00:18:58.860 --> 00:19:00.000]   purposes
[00:19:00.000 --> 00:19:00.320]  ,
[00:19:00.320 --> 00:19:00.410]   I
[00:19:00.410 --> 00:19:00.580]  'm
[00:19:00.580 --> 00:19:01.050]   going
[00:19:01.050 --> 00:19:01.230]   to
[00:19:01.230 --> 00:19:01.700]   start
[00:19:01.700 --> 00:19:02.060]   each
[00:19:02.060 --> 00:19:02.600]   phrase
[00:19:02.600 --> 00:19:02.980]   with
[00:19:02.980 --> 00:19:03.070]   a
[00:19:03.070 --> 00:19:03.440]   just
[00:19:03.440 --> 00:19:03.710]   to
[00:19:03.710 --> 00:19:03.900]   get
[00:19:03.900 --> 00:19:04.270]   into
[00:19:04.270 --> 00:19:04.450]   it
[00:19:04.450 --> 00:19:04.800]  .
[00:19:04.800 --> 00:19:05.190]   Okay
[00:19:05.190 --> 00:19:05.520]  .
[00:19:05.520 --> 00:19:05.780]   Okay
[00:19:05.780 --> 00:19:05.840]  .
[00:19:05.840 --> 00:19:05.980]   So
[00:19:05.980 --> 00:19:06.120]   we
[00:19:06.120 --> 00:19:06.330]  'll
[00:19:06.330 --> 00:19:06.480]   go
[00:19:10.480 --> 00:19:10.490]  
[00:19:10.490 --> 00:19:11.340]   read
[00:19:11.340 --> 00:19:12.050]   the
[00:19:12.050 --> 00:19:13.110]   words
[00:19:13.110 --> 00:19:13.650]  .
[00:19:13.650 --> 00:19:13.870]   Z
[00:19:13.870 --> 00:19:14.070]  r
[00:19:14.070 --> 00:19:14.920]   read
[00:19:14.920 --> 00:19:15.640]   the
[00:19:15.640 --> 00:19:16.610]   words
[00:19:16.610 --> 00:19:17.280]  .
[00:19:17.280 --> 00:19:18.790]   Yeah
[00:19:18.790 --> 00:19:19.920]  .
[00:19:19.920 --> 00:19:21.810]   Great
[00:19:21.810 --> 00:19:22.960]  .
[00:19:22.960 --> 00:19:23.200]   Z
[00:19:23.200 --> 00:19:23.420]  r
[00:19:23.420 --> 00:19:24.590]   wrote
[00:19:24.590 --> 00:19:25.800]   the
[00:19:25.800 --> 00:19:26.530]   wrong
[00:19:26.530 --> 00:19:27.760]   words
[00:19:27.760 --> 00:19:28.850]  .
[00:19:28.850 --> 00:19:29.090]   Z
[00:19:29.090 --> 00:19:29.450]  r
[00:19:29.450 --> 00:19:32.000]   wrote
[00:19:32.000 --> 00:19:32.230]   the
[00:19:32.230 --> 00:19:33.040]   wrong
[00:19:33.040 --> 00:19:33.440]   words
[00:19:33.440 --> 00:19:33.680]  .
[00:19:37.600 --> 00:19:37.610]  
[00:19:37.610 --> 00:19:38.460]   Good
[00:19:38.460 --> 00:19:39.000]  .
[00:19:39.000 --> 00:19:39.200]   Z
[00:19:39.200 --> 00:19:39.400]  r
[00:19:39.400 --> 00:19:40.220]   the
[00:19:40.220 --> 00:19:41.200]   author
[00:19:41.200 --> 00:19:41.600]   of
[00:19:41.600 --> 00:19:42.200]   the
[00:19:42.200 --> 00:19:43.600]   article
[00:19:43.600 --> 00:19:44.240]  .
[00:19:44.240 --> 00:19:44.440]   Z
[00:19:44.440 --> 00:19:44.640]  r
[00:19:44.640 --> 00:19:45.650]   the
[00:19:45.650 --> 00:19:46.450]   author
[00:19:46.450 --> 00:19:46.880]   of
[00:19:46.880 --> 00:19:47.450]   the
[00:19:47.450 --> 00:19:48.870]   article
[00:19:48.870 --> 00:19:49.520]  .
[00:19:53.600 --> 00:19:53.610]  
[00:19:53.610 --> 00:19:54.460]   Yeah
[00:19:54.460 --> 00:19:55.170]  .
[00:19:55.170 --> 00:19:55.720]   Let
[00:19:55.720 --> 00:19:56.230]  's
[00:19:56.230 --> 00:19:56.780]   try
[00:19:56.780 --> 00:19:57.460]   one
[00:19:57.460 --> 00:19:58.270]   more
[00:19:58.270 --> 00:19:59.060]  .
[00:19:59.060 --> 00:19:59.110]   Z
[00:19:59.110 --> 00:19:59.320]  r
[00:19:59.320 --> 00:20:00.370]   order
[00:20:00.370 --> 00:20:01.870]   another
[00:20:01.870 --> 00:20:02.930]   round
[00:20:02.930 --> 00:20:03.560]  .
[00:20:03.560 --> 00:20:03.770]   Z
[00:20:03.770 --> 00:20:04.010]  r
[00:20:04.010 --> 00:20:05.040]   order
[00:20:05.040 --> 00:20:06.530]   another
[00:20:06.530 --> 00:20:07.580]   round
[00:20:07.580 --> 00:20:08.320]  .
[00:20:08.320 --> 00:20:09.520]   Awesome
[00:20:09.520 --> 00:20:09.890]  .
[00:20:09.890 --> 00:20:10.320]   Now
[00:20:10.320 --> 00:20:10.620]  ,
[00:20:10.620 --> 00:20:11.230]   just
[00:20:11.230 --> 00:20:11.380]   a
[00:20:11.380 --> 00:20:12.180]   quick
[00:20:12.180 --> 00:20:12.920]   thing
[00:20:12.920 --> 00:20:13.470]   you
[00:20:13.470 --> 00:20:14.160]   might
[00:20:14.160 --> 00:20:15.070]   notice
[00:20:15.070 --> 00:20:15.440]  ,
[00:20:15.440 --> 00:20:15.990]   Andrew
[00:20:15.990 --> 00:20:16.370]  ,
[00:20:16.370 --> 00:20:16.670]   that
[00:20:16.670 --> 00:20:16.990]   the
[00:20:16.990 --> 00:20:17.120]   D
[00:20:17.120 --> 00:20:17.640]   that
[00:20:17.640 --> 00:20:18.030]   you
[00:20:18.030 --> 00:20:18.520]   just
[00:20:18.520 --> 00:20:19.040]   said
[00:20:19.040 --> 00:20:19.760]   in
[00:20:19.760 --> 00:20:20.160]   order
[00:20:20.960 --> 00:20:20.970]  
[00:20:20.970 --> 00:20:21.130]   is
[00:20:21.130 --> 00:20:21.850]   actually
[00:20:21.850 --> 00:20:21.940]   a
[00:20:21.940 --> 00:20:22.210]   lot
[00:20:22.210 --> 00:20:22.830]   further
[00:20:22.830 --> 00:20:23.190]   back
[00:20:23.190 --> 00:20:23.550]   than
[00:20:23.550 --> 00:20:23.640]   a
[00:20:23.640 --> 00:20:24.170]   normal
[00:20:24.170 --> 00:20:24.350]   D
[00:20:24.350 --> 00:20:24.560]  .
[00:20:24.560 --> 00:20:24.850]   Do
[00:20:24.850 --> 00:20:25.280]   you
[00:20:25.280 --> 00:20:25.910]   feel
[00:20:25.910 --> 00:20:26.440]   that
[00:20:26.440 --> 00:20:26.880]  ?
[00:20:26.880 --> 00:20:27.040]   Oh
[00:20:27.040 --> 00:20:27.190]  ,
[00:20:27.190 --> 00:20:27.390]   yeah
[00:20:27.390 --> 00:20:27.520]  .
[00:20:27.520 --> 00:20:28.060]   Yeah
[00:20:28.060 --> 00:20:28.480]  .
[00:20:28.480 --> 00:20:28.880]   Order
[00:20:28.880 --> 00:20:28.880]  .
[00:20:28.880 --> 00:20:29.320]   Order
[00:20:29.320 --> 00:20:29.580]  .
[00:20:29.580 --> 00:20:29.930]   That
[00:20:29.930 --> 00:20:30.100]  's
[00:20:30.100 --> 00:20:30.210]   a
[00:20:30.210 --> 00:20:30.710]   unique
[00:20:30.710 --> 00:20:30.970]   one
[00:20:30.970 --> 00:20:31.470]  .
[00:20:31.470 --> 00:20:31.680]   It
[00:20:31.680 --> 00:20:32.080]   is
[00:20:32.080 --> 00:20:33.480]   because
[00:20:33.480 --> 00:20:33.680]   R
[00:20:33.680 --> 00:20:33.910]   is
[00:20:33.910 --> 00:20:34.030]   a
[00:20:34.030 --> 00:20:34.490]   high
[00:20:34.490 --> 00:20:35.790]   maintenance
[00:20:35.790 --> 00:20:36.490]   letter
[00:20:36.490 --> 00:20:36.910]  .
[00:20:36.910 --> 00:20:36.960]   It
[00:20:36.960 --> 00:20:37.040]  's
[00:20:37.040 --> 00:20:37.200]   a
[00:20:37.200 --> 00:20:37.440]   high
[00:20:37.440 --> 00:20:38.000]   maintenance
[00:20:38.000 --> 00:20:38.520]   friend
[00:20:38.520 --> 00:20:38.750]  .
[00:20:38.750 --> 00:20:38.910]   It
[00:20:38.910 --> 00:20:39.200]  's
[00:20:39.200 --> 00:20:39.570]   always
[00:20:39.570 --> 00:20:40.070]   making
[00:20:40.070 --> 00:20:40.550]   you
[00:20:40.550 --> 00:20:40.650]   come
[00:20:40.650 --> 00:20:40.980]   over
[00:20:40.980 --> 00:20:41.140]   to
[00:20:41.140 --> 00:20:41.560]   their
[00:20:41.560 --> 00:20:41.980]   house
[00:20:41.980 --> 00:20:42.140]  ,
[00:20:42.140 --> 00:20:42.560]   going
[00:20:42.560 --> 00:20:42.880]   over
[00:20:42.880 --> 00:20:43.050]   to
[00:20:43.050 --> 00:20:43.470]   their
[00:20:43.470 --> 00:20:43.800]   side
[00:20:43.800 --> 00:20:43.960]   of
[00:20:43.960 --> 00:20:44.320]   the
[00:20:44.320 --> 00:20:44.540]   town
[00:20:44.540 --> 00:20:44.720]  .
[00:20:45.520 --> 00:20:45.530]  
[00:20:45.530 --> 00:20:45.630]   R
[00:20:45.630 --> 00:20:45.850]   is
[00:20:45.850 --> 00:20:46.720]   pulling
[00:20:46.720 --> 00:20:47.170]   other
[00:20:47.170 --> 00:20:47.820]   sounds
[00:20:47.820 --> 00:20:48.270]   with
[00:20:48.270 --> 00:20:48.490]   it
[00:20:48.490 --> 00:20:48.910]  .
[00:20:48.910 --> 00:20:49.040]   So
[00:20:49.040 --> 00:20:49.480]   just
[00:20:49.480 --> 00:20:49.920]   know
[00:20:49.920 --> 00:20:50.140]   if
[00:20:50.140 --> 00:20:50.360]   it
[00:20:50.360 --> 00:20:51.020]   sounds
[00:20:51.020 --> 00:20:51.240]   or
[00:20:51.240 --> 00:20:51.840]   feels
[00:20:51.840 --> 00:20:51.890]   a
[00:20:51.890 --> 00:20:52.230]   little
[00:20:52.230 --> 00:20:52.740]   different
[00:20:52.740 --> 00:20:52.880]  ,
[00:20:52.880 --> 00:20:53.030]   it
[00:20:53.030 --> 00:20:53.120]  's
[00:20:53.120 --> 00:20:53.280]   okay
[00:20:53.280 --> 00:20:53.440]  .
[00:20:53.440 --> 00:20:53.710]   All
[00:20:53.710 --> 00:20:54.180]   right
[00:20:54.180 --> 00:20:54.450]  .
[00:20:54.450 --> 00:20:54.820]   Good
[00:20:54.820 --> 00:20:55.010]   to
[00:20:55.010 --> 00:20:55.370]   know
[00:20:55.370 --> 00:20:55.680]  .
[00:20:55.680 --> 00:20:55.970]   All
[00:20:55.970 --> 00:20:56.080]   right
[00:20:56.080 --> 00:20:56.240]  .
[00:20:56.240 --> 00:20:56.560]   Order
[00:20:56.560 --> 00:20:57.000]   another
[00:20:57.000 --> 00:20:57.320]   round
[00:20:57.320 --> 00:20:57.520]  .
[00:20:57.520 --> 00:20:58.290]   I
[00:20:58.290 --> 00:20:58.480]   like
[00:20:58.480 --> 00:20:58.900]   it
[00:20:58.900 --> 00:20:58.960]  .
[00:20:58.960 --> 00:20:59.390]   Let
[00:20:59.390 --> 00:20:59.680]  's
[00:20:59.680 --> 00:21:00.110]   let
[00:21:00.110 --> 00:21:00.530]  's
[00:21:00.530 --> 00:21:00.980]   jump
[00:21:00.980 --> 00:21:01.590]   into
[00:21:01.590 --> 00:21:02.140]   some
[00:21:02.140 --> 00:21:02.350]   L
[00:21:02.350 --> 00:21:03.290]   quickly
[00:21:03.290 --> 00:21:03.760]  .
[00:21:03.760 --> 00:21:03.990]   It
[00:21:03.990 --> 00:21:04.420]  's
[00:21:04.420 --> 00:21:04.570]   not
[00:21:04.570 --> 00:21:04.800]   as
[00:21:04.800 --> 00:21:06.130]   complicated
[00:21:06.130 --> 00:21:06.310]   as
[00:21:06.310 --> 00:21:06.630]   the
[00:21:06.630 --> 00:21:06.800]   R
[00:21:06.800 --> 00:21:06.800]  .
[00:21:06.800 --> 00:21:07.500]   Right
[00:21:07.500 --> 00:21:07.920]  .
[00:21:07.920 --> 00:21:08.370]   The
[00:21:08.370 --> 00:21:08.770]   thing
[00:21:08.770 --> 00:21:08.980]   to
[00:21:08.980 --> 00:21:09.430]   know
[00:21:09.430 --> 00:21:09.930]   about
[00:21:09.930 --> 00:21:10.030]   L
[00:21:10.030 --> 00:21:10.240]   is
[00:21:10.240 --> 00:21:10.670]   that
[00:21:10.670 --> 00:21:11.190]   there
[00:21:11.190 --> 00:21:11.430]  's
[00:21:11.430 --> 00:21:11.600]   kind
[00:21:11.600 --> 00:21:11.840]   of
[00:21:11.840 --> 00:21:12.260]   two
[00:21:12.260 --> 00:21:12.720]   different
[00:21:12.720 --> 00:21:12.820]   L
[00:21:12.820 --> 00:21:13.440]   sounds
[00:21:13.440 --> 00:21:13.590]   in
[00:21:13.590 --> 00:21:13.990]   English
[00:21:13.990 --> 00:21:14.160]  .
[00:21:14.160 --> 00:21:14.170]  
[00:21:14.170 --> 00:21:14.680]   There
[00:21:14.680 --> 00:21:14.870]  's
[00:21:14.870 --> 00:21:15.020]   a
[00:21:15.020 --> 00:21:15.580]   bright
[00:21:15.580 --> 00:21:15.730]   L
[00:21:15.730 --> 00:21:16.190]   sound
[00:21:16.190 --> 00:21:16.750]   that
[00:21:16.750 --> 00:21:16.900]   you
[00:21:16.900 --> 00:21:17.310]   hear
[00:21:17.310 --> 00:21:17.550]   at
[00:21:17.550 --> 00:21:17.810]   the
[00:21:17.810 --> 00:21:18.730]   beginning
[00:21:18.730 --> 00:21:18.940]   of
[00:21:18.940 --> 00:21:19.620]   syll
[00:21:19.620 --> 00:21:19.920]  ables
[00:21:19.920 --> 00:21:20.460]   and
[00:21:20.460 --> 00:21:21.190]   then
[00:21:21.190 --> 00:21:21.540]   there
[00:21:21.540 --> 00:21:21.680]  's
[00:21:21.680 --> 00:21:22.560]   also
[00:21:22.560 --> 00:21:22.800]   a
[00:21:22.800 --> 00:21:23.490]   darker
[00:21:23.490 --> 00:21:23.520]   L
[00:21:23.520 --> 00:21:24.030]   sound
[00:21:24.030 --> 00:21:24.440]   that
[00:21:24.440 --> 00:21:24.740]   you
[00:21:24.740 --> 00:21:25.310]   hear
[00:21:25.310 --> 00:21:25.430]   at
[00:21:25.430 --> 00:21:25.670]   the
[00:21:25.670 --> 00:21:25.770]   c
[00:21:25.770 --> 00:21:26.080]  oda
[00:21:26.080 --> 00:21:26.280]   or
[00:21:26.280 --> 00:21:26.660]   the
[00:21:26.660 --> 00:21:26.900]   end
[00:21:26.900 --> 00:21:27.100]   of
[00:21:27.100 --> 00:21:27.200]   a
[00:21:27.200 --> 00:21:27.610]   syll
[00:21:27.610 --> 00:21:28.260]  able
[00:21:28.260 --> 00:21:28.520]   like
[00:21:28.520 --> 00:21:30.000]   pool
[00:21:30.000 --> 00:21:30.850]   or
[00:21:30.850 --> 00:21:32.160]   school
[00:21:32.160 --> 00:21:33.510]   or
[00:21:33.510 --> 00:21:34.800]   old
[00:21:34.800 --> 00:21:34.800]  .
[00:21:36.800 --> 00:21:36.810]  
[00:21:36.810 --> 00:21:37.030]   Can
[00:21:37.030 --> 00:21:37.260]   you
[00:21:37.260 --> 00:21:37.570]   hear
[00:21:37.570 --> 00:21:37.880]   that
[00:21:37.880 --> 00:21:38.130]  ?
[00:21:38.130 --> 00:21:38.420]   Yeah
[00:21:38.420 --> 00:21:38.650]  .
[00:21:38.650 --> 00:21:38.800]   It
[00:21:38.800 --> 00:21:38.950]  's
[00:21:38.950 --> 00:21:39.020]   a
[00:21:39.020 --> 00:21:39.490]   little
[00:21:39.490 --> 00:21:39.720]   bit
[00:21:39.720 --> 00:21:40.190]   darker
[00:21:40.190 --> 00:21:40.420]  .
[00:21:40.420 --> 00:21:40.660]   My
[00:21:40.660 --> 00:21:40.960]   mouth
[00:21:40.960 --> 00:21:41.110]   is
[00:21:41.110 --> 00:21:41.420]   more
[00:21:41.420 --> 00:21:41.880]   closed
[00:21:41.880 --> 00:21:42.260]  .
[00:21:42.260 --> 00:21:42.430]   Okay
[00:21:42.430 --> 00:21:42.680]  .
[00:21:42.680 --> 00:21:42.810]   So
[00:21:42.810 --> 00:21:43.120]   when
[00:21:43.120 --> 00:21:43.440]   we
[00:21:43.440 --> 00:21:43.920]   refer
[00:21:43.920 --> 00:21:44.110]   to
[00:21:44.110 --> 00:21:44.220]   a
[00:21:44.220 --> 00:21:44.630]   dark
[00:21:44.630 --> 00:21:44.780]   L
[00:21:44.780 --> 00:21:45.240]   sound
[00:21:45.240 --> 00:21:45.490]  ,
[00:21:45.490 --> 00:21:45.640]   we
[00:21:45.640 --> 00:21:46.050]   mean
[00:21:46.050 --> 00:21:46.350]   an
[00:21:46.350 --> 00:21:46.510]   L
[00:21:46.510 --> 00:21:46.760]   that
[00:21:46.760 --> 00:21:46.960]   is
[00:21:46.960 --> 00:21:47.160]   at
[00:21:47.160 --> 00:21:47.470]   the
[00:21:47.470 --> 00:21:47.780]   end
[00:21:47.780 --> 00:21:47.980]   of
[00:21:47.980 --> 00:21:48.080]   a
[00:21:48.080 --> 00:21:48.490]   word
[00:21:48.490 --> 00:21:48.700]  ,
[00:21:48.700 --> 00:21:49.100]   like
[00:21:49.100 --> 00:21:49.410]   the
[00:21:49.410 --> 00:21:50.240]   examples
[00:21:50.240 --> 00:21:50.550]   you
[00:21:50.550 --> 00:21:50.950]   just
[00:21:50.950 --> 00:21:51.520]   gave
[00:21:51.520 --> 00:21:51.840]   us
[00:21:51.840 --> 00:21:51.840]  .
[00:21:51.840 --> 00:21:52.250]   Pool
[00:21:52.250 --> 00:21:52.530]  ,
[00:21:52.530 --> 00:21:53.070]   school
[00:21:53.070 --> 00:21:53.270]  ,
[00:21:53.270 --> 00:21:53.580]   old
[00:21:53.580 --> 00:21:53.780]  ,
[00:21:53.780 --> 00:21:54.430]   like
[00:21:54.430 --> 00:21:54.600]   this
[00:21:54.600 --> 00:21:54.910]  ?
[00:21:54.910 --> 00:21:55.700]   Exactly
[00:21:55.700 --> 00:21:55.950]  .
[00:21:55.950 --> 00:21:56.260]   Yes
[00:21:56.260 --> 00:21:56.640]  .
[00:21:56.640 --> 00:21:57.300]   Okay
[00:21:57.300 --> 00:21:57.520]  .
[00:21:57.520 --> 00:21:57.650]   It
[00:21:57.650 --> 00:21:57.980]   could
[00:21:57.980 --> 00:21:58.140]   be
[00:21:58.140 --> 00:21:58.170]   a
[00:21:58.170 --> 00:21:58.440]   word
[00:21:58.440 --> 00:21:58.570]   or
[00:21:58.570 --> 00:21:58.840]   syll
[00:21:58.840 --> 00:21:59.110]  able
[00:21:59.110 --> 00:21:59.270]  ,
[00:21:59.270 --> 00:21:59.870]   right
[00:21:59.870 --> 00:22:00.000]  ?
[00:22:00.000 --> 00:22:00.080]   It
[00:22:00.080 --> 00:22:00.320]   could
[00:22:00.320 --> 00:22:00.800]   be
[00:22:00.800 --> 00:22:00.810]  
[00:22:00.810 --> 00:22:01.490]   follow
[00:22:01.490 --> 00:22:01.570]  ,
[00:22:01.570 --> 00:22:02.170]   follow
[00:22:02.170 --> 00:22:02.370]  ,
[00:22:02.370 --> 00:22:02.920]   follow
[00:22:02.920 --> 00:22:03.390]  .
[00:22:03.390 --> 00:22:03.690]   Right
[00:22:03.690 --> 00:22:03.980]  .
[00:22:03.980 --> 00:22:04.360]   Okay
[00:22:04.360 --> 00:22:04.660]  .
[00:22:04.660 --> 00:22:04.940]   But
[00:22:04.940 --> 00:22:05.130]   it
[00:22:05.130 --> 00:22:05.320]  's
[00:22:05.320 --> 00:22:05.580]   at
[00:22:05.580 --> 00:22:05.800]   the
[00:22:05.800 --> 00:22:06.280]   final
[00:22:06.280 --> 00:22:06.680]   part
[00:22:06.680 --> 00:22:06.850]   of
[00:22:06.850 --> 00:22:07.140]   the
[00:22:07.140 --> 00:22:07.590]   word
[00:22:07.590 --> 00:22:08.180]   follow
[00:22:08.180 --> 00:22:08.480]  .
[00:22:08.480 --> 00:22:08.590]   It
[00:22:08.590 --> 00:22:08.700]  's
[00:22:08.700 --> 00:22:08.870]   not
[00:22:08.870 --> 00:22:09.000]   in
[00:22:09.000 --> 00:22:09.170]   the
[00:22:09.170 --> 00:22:09.670]   beginning
[00:22:09.670 --> 00:22:09.830]  .
[00:22:09.830 --> 00:22:10.050]   It
[00:22:10.050 --> 00:22:10.050]  's
[00:22:10.050 --> 00:22:10.220]   not
[00:22:10.220 --> 00:22:10.390]   the
[00:22:10.390 --> 00:22:10.610]   word
[00:22:10.610 --> 00:22:11.100]   initial
[00:22:11.100 --> 00:22:11.290]   sound
[00:22:11.290 --> 00:22:11.520]  .
[00:22:11.520 --> 00:22:11.870]   It
[00:22:11.870 --> 00:22:12.060]  's
[00:22:12.060 --> 00:22:12.470]   not
[00:22:12.470 --> 00:22:12.880]   the
[00:22:12.880 --> 00:22:13.430]   word
[00:22:13.430 --> 00:22:13.940]   initial
[00:22:13.940 --> 00:22:14.170]   sound
[00:22:14.170 --> 00:22:14.320]  .
[00:22:14.320 --> 00:22:14.490]   It
[00:22:14.490 --> 00:22:14.620]  's
[00:22:14.620 --> 00:22:14.870]   the
[00:22:14.870 --> 00:22:15.190]   word
[00:22:15.190 --> 00:22:15.420]  .
[00:22:15.420 --> 00:22:15.580]   It
[00:22:15.580 --> 00:22:15.730]  's
[00:22:15.730 --> 00:22:16.280]   usually
[00:22:16.280 --> 00:22:16.440]   in
[00:22:16.440 --> 00:22:16.600]   at
[00:22:16.600 --> 00:22:16.910]   the
[00:22:16.910 --> 00:22:17.080]   end
[00:22:17.080 --> 00:22:17.240]   of
[00:22:17.240 --> 00:22:17.320]   a
[00:22:17.320 --> 00:22:17.710]   syll
[00:22:17.710 --> 00:22:17.950]  able
[00:22:17.950 --> 00:22:18.240]  .
[00:22:18.240 --> 00:22:18.440]   So
[00:22:18.440 --> 00:22:18.840]   like
[00:22:18.840 --> 00:22:19.100]   if
[00:22:19.100 --> 00:22:19.340]   you
[00:22:19.340 --> 00:22:19.780]   have
[00:22:19.780 --> 00:22:20.160]   fall
[00:22:20.160 --> 00:22:20.160]  ,
[00:22:20.160 --> 00:22:21.560]   right
[00:22:21.560 --> 00:22:22.400]  ?
[00:22:22.400 --> 00:22:23.100]   Fall
[00:22:23.100 --> 00:22:23.620]   low
